Vehicle Tag	;	Date	;	Time In	;	Direction	;	Category	;	Location
985	;	23/08/2016	;	06:30:00	;	Entry	;	Bus	;	Iwo Road
986	;	23/08/2016	;	06:45:00	;	Entry	;	Bus	;	Iwo Road
987	;	23/08/2016	;	07:00:00	;	Entry	;	Bus	;	Iwo Road
988	;	23/08/2016	;	07:15:00	;	Entry	;	Bus	;	Iwo Road
989	;	23/08/2016	;	07:30:00	;	Entry	;	Passenger Car	;	Iwo Road
990	;	23/08/2016	;	07:45:00	;	Entry	;	Passenger Car	;	Iwo Road
991	;	23/08/2016	;	07:55:34	;	Entry	;	Bus	;	Iwo Road
992	;	23/08/2016	;	07:58:54	;	Exit	;	Bus	;	Iwo Road
993	;	23/08/2016	;	08:00:00	;	Exit 	;	2-axle Trailer	;	Iwo Road
994	;	23/08/2016	;	08:15:00	;	Exit	;	2-axle Trailer 	;	Iwo Road
995	;	23/08/2016	;	08:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
996	;	23/08/2016	;	08:45:00	;	Entry	;	Passenger Car	;	Iwo Road
997	;	23/08/2016	;	09:00:00	;	Exit 	;	Passenger Car	;	Iwo Road
998	;	23/08/2016	;	09:15:00	;	Exit	;	Bus	;	Iwo Road
999	;	23/08/2016	;	09:30:00	;	Entry	;	Bus	;	Iwo Road
1000	;	23/08/2016	;	09:45:00	;	Exit	;	3-axle Trailer 	;	Iwo Road
1001	;	23/08/2016	;	10:00:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1002	;	23/08/2016	;	10:15:00	;	Exit	;	Passenger Car 	;	Iwo Road
1003	;	23/08/2016	;	10:30:00	;	Entry	;	Bus	;	Iwo Road
1004	;	23/08/2016	;	10:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1005	;	23/08/2016	;	11:00:00	;	Entry	;	Bus	;	Iwo Road
1006	;	23/08/2016	;	12:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1007	;	23/08/2016	;	12:56:12	;	Exit	;	Passenger Car	;	Iwo Road
1008	;	23/08/2016	;	12:58:58	;	Exit	;	Bus	;	Iwo Road
1009	;	23/08/2016	;	13:30:00	;	Exit	;	Bus	;	Iwo Road
1010	;	23/08/2016	;	13:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1011	;	23/08/2016	;	14:00:00	;	Entry	;	Bus	;	Iwo Road
1012	;	23/08/2016	;	14:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1013	;	23/08/2016	;	14:30:00	;	Exit	;	Bus	;	Iwo Road
1014	;	23/08/2016	;	14:44:00	;	Entry	;	2-axle Trailer 	;	Iwo Road
1015	;	23/08/2016	;	15:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1016	;	23/08/2016	;	16:00:00	;	Exit	;	Passenger Car 	;	Iwo Road
1017	;	23/08/2016	;	16:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1018	;	23/08/2016	;	16:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1019	;	23/08/2016	;	16:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1020	;	23/08/2016	;	17:00:00	;	Exit	;	2-axle Trailer 	;	Iwo Road
1021	;	23/08/2016	;	17:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1022	;	23/08/2016	;	17:30:00	;	Exit	;	Bus	;	Iwo Road
1023	;	23/08/2016	;	17:45:00	;	Exit	;	Bus	;	Iwo Road
1024	;	23/08/2016	;	18:15:13	;	Entry	;	Passenger Car	;	Iwo Road
1025	;	23/08/2016	;	18:45:22	;	Entry	;	Passenger Car	;	Iwo Road
1026	;	23/08/2016	;	18:55:21	;	Entry	;	2-axle Trailer	;	Iwo Road
1027	;	23/08/2016	;	19:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1028	;	23/08/2016	;	19:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1029	;	23/08/2016	;	20:00:00	;	Entry	;	Bus	;	Iwo Road
1030	;	23/08/2016	;	20:15:00	;	Entry	;	Bus	;	Iwo Road
1031	;	23/08/2016	;	20:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1032	;	23/08/2016	;	20:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1033	;	23/08/2016	;	21:00:00	;	Entry	;	Bus	;	Iwo Road
1034	;	23/08/2016	;	21:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1035	;	23/08/2016	;	21:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1036	;	23/08/2016	;	21:45:00	;	Entry	;	Bus	;	Iwo Road
1037	;	23/08/2016	;	22:00:00	;	Entry	;	Bus	;	Iwo Road
1038	;	23/08/2016	;	22:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1039	;	23/08/2016	;	22:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1040	;	23/08/2016	;	22:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1041	;	23/08/2016	;	23:00:00	;	Exit	;	Bus	;	Iwo Road
1042	;	23/08/2016	;	23:15:00	;	Exit	;	Bus	;	Iwo Road
1043	;	23/08/2016	;	23:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1044	;	23/08/2016	;	23:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1045	;	24/08/2016	;	02:07:45	;	Entry	;	Bus	;	Iwo Road
1046	;	24/08/2016	;	03:06:56	;	Entry	;	Passenger Car	;	Iwo Road
1047	;	24/08/2016	;	03:12:45	;	Entry	;	Passenger Car	;	Iwo Road
1048	;	24/08/2016	;	04:10:45	;	Entry	;	Bus	;	Iwo Road
1049	;	24/08/2016	;	05:45:00	;	Entry	;	Bus	;	Iwo Road
1050	;	24/08/2016	;	06:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1051	;	24/08/2016	;	06:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1052	;	24/08/2016	;	06:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1053	;	24/08/2016	;	06:45:00	;	Entry	;	Bus	;	Iwo Road
1054	;	24/08/2016	;	07:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1055	;	24/08/2016	;	07:19:44	;	Exit	;	Passenger Car	;	Iwo Road
1056	;	24/08/2016	;	07:59:00	;	Exit	;	Bus	;	Iwo Road
1057	;	24/08/2016	;	08:45:00	;	Entry	;	Bus	;	Iwo Road
1058	;	24/08/2016	;	09:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1059	;	24/08/2016	;	09:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1060	;	24/08/2016	;	09:30:00	;	Exit	;	Bus 	;	Iwo Road
1061	;	24/08/2016	;	09:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1062	;	24/08/2016	;	10:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1063	;	24/08/2016	;	10:15:00	;	Exit	;	Bus	;	Iwo Road
1064	;	24/08/2016	;	10:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1065	;	24/08/2016	;	10:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1066	;	24/08/2016	;	11:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1067	;	24/08/2016	;	12:15:00	;	Exit	;	Bus	;	Iwo Road
1068	;	24/08/2016	;	12:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1069	;	24/08/2016	;	12:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1070	;	24/08/2016	;	13:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1071	;	24/08/2016	;	13:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1072	;	24/08/2016	;	13:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1073	;	24/08/2016	;	13:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1074	;	24/08/2016	;	14:00:00	;	Entry	;	Bus	;	Iwo Road
1075	;	24/08/2016	;	14:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1076	;	24/08/2016	;	14:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1077	;	24/08/2016	;	14:45:00	;	Entry	;	Bus	;	Iwo Road
1078	;	24/08/2016	;	14:56:43	;	Entry	;	2-axle Trailer	;	Iwo Road
1079	;	24/08/2016	;	15:32:34	;	Entry	;	Bus	;	Iwo Road
1080	;	24/08/2016	;	15:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1081	;	24/08/2016	;	16:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1082	;	24/08/2016	;	16:15:00	;	Entry	;	Bus	;	Iwo Road
1083	;	24/08/2016	;	16:30:00	;	Exit	;	Bus	;	Iwo Road
1084	;	24/08/2016	;	16:45:00	;	Exit	;	Bus	;	Iwo Road
1085	;	24/08/2016	;	17:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1086	;	24/08/2016	;	19:02:21	;	Entry	;	Passenger Car	;	Iwo Road
1087	;	24/08/2016	;	19:22:45	;	Exit	;	Bus	;	Iwo Road
1088	;	24/08/2016	;	19:54:12	;	Exit	;	Bus	;	Iwo Road
1089	;	24/08/2016	;	19:58:12	;	Exit	;	Passenger Car	;	Iwo Road
1090	;	24/08/2016	;	19:59:00	;	Entry	;	Passenger Car	;	Iwo Road
1091	;	24/08/2016	;	20:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1092	;	24/08/2016	;	20:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1093	;	24/08/2016	;	20:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1094	;	24/08/2016	;	21:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1095	;	24/08/2016	;	21:15:00	;	Exit	;	Bus	;	Iwo Road
1096	;	24/08/2016	;	21:30:00	;	Entry	;	Passenger Car 	;	Iwo Road
1097	;	24/08/2016	;	21:45:00	;	Entry	;	Bus 	;	Iwo Road
1098	;	24/08/2016	;	22:00:00	;	Entry	;	Bus	;	Iwo Road
1099	;	24/08/2016	;	22:15:00	;	Entry	;	Passenger Car 	;	Iwo Road
1100	;	25/08/2016	;	01:15:51	;	Exit	;	Bus 	;	Iwo Road
1101	;	25/08/2016	;	02:32:45	;	Exit	;	Passenger Car	;	Iwo Road
1102	;	25/08/2016	;	04:14:56	;	Entry	;	Passenger Car	;	Iwo Road
1103	;	25/08/2016	;	04:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1104	;	25/08/2016	;	04:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1105	;	25/08/2016	;	04:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1106	;	25/08/2016	;	05:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1107	;	25/08/2016	;	05:15:00	;	Entry	;	Bus 	;	Iwo Road
1108	;	25/08/2016	;	05:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1109	;	25/08/2016	;	05:45:00	;	Exit	;	Bus	;	Iwo Road
1110	;	25/08/2016	;	06:00:00	;	Entry	;	Bus	;	Iwo Road
1111	;	25/08/2016	;	06:15:00	;	Entry	;	Bus	;	Iwo Road
1112	;	25/08/2016	;	06:17:32	;	Entry	;	Passenger Car	;	Iwo Road
1113	;	25/08/2016	;	06:22:45	;	Entry	;	Bus	;	Iwo Road
1114	;	25/08/2016	;	07:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1115	;	25/08/2016	;	07:30:00	;	Entry	;	Bus	;	Iwo Road
1116	;	25/08/2016	;	07:45:00	;	Entry	;	Bus	;	Iwo Road
1117	;	25/08/2016	;	08:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1118	;	25/08/2016	;	08:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1119	;	25/08/2016	;	08:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1120	;	25/08/2016	;	08:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1121	;	25/08/2016	;	09:00:00	;	Entry	;	Bus	;	Iwo Road
1122	;	25/08/2016	;	09:15:00	;	Entry	;	Passenger Car 	;	Iwo Road
1123	;	25/08/2016	;	09:30:00	;	Entry	;	Bus 	;	Iwo Road
1124	;	25/08/2016	;	09:45:00	;	Entry	;	Bus	;	Iwo Road
1125	;	25/08/2016	;	10:00:00	;	Entry	;	Passenger Car 	;	Iwo Road
1126	;	25/08/2016	;	10:10:10	;	Entry	;	Bus 	;	Iwo Road
1127	;	25/08/2016	;	11:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1128	;	25/08/2016	;	11:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1129	;	25/08/2016	;	11:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1130	;	25/08/2016	;	12:00:00	;	Exit	;	Bus	;	Iwo Road
1131	;	25/08/2016	;	12:14:52	;	Entry	;	Passenger Car	;	Iwo Road
1132	;	25/08/2016	;	12:45:56	;	Exit	;	Passenger Car	;	Iwo Road
1133	;	25/08/2016	;	13:30:00	;	Entry	;	Bus	;	Iwo Road
1134	;	25/08/2016	;	13:45:00	;	Entry	;	Bus	;	Iwo Road
1135	;	25/08/2016	;	14:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1136	;	25/08/2016	;	14:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1137	;	25/08/2016	;	14:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1138	;	25/08/2016	;	14:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1139	;	25/08/2016	;	15:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1140	;	25/08/2016	;	15:15:00	;	Entry	;	Bus	;	Iwo Road
1141	;	25/08/2016	;	15:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1142	;	25/08/2016	;	17:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1143	;	25/08/2016	;	17:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1144	;	25/08/2016	;	18:00:00	;	Exit	;	Bus	;	Iwo Road
1145	;	25/08/2016	;	18:15:00	;	Exit	;	Bus	;	Iwo Road
1146	;	25/08/2016	;	18:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1147	;	25/08/2016	;	18:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1148	;	25/08/2016	;	19:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1149	;	25/08/2016	;	19:15:00	;	Exit	;	Bus	;	Iwo Road
1150	;	25/08/2016	;	19:30:00	;	Exit	;	Bus	;	Iwo Road
1151	;	25/08/2016	;	19:45:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1152	;	25/08/2016	;	20:15:00	;	Exit	;	Bus	;	Iwo Road
1153	;	25/08/2016	;	20:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1154	;	25/08/2016	;	20:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1155	;	25/08/2016	;	21:00:00	;	Entry	;	Bus	;	Iwo Road
1156	;	25/08/2016	;	21:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1157	;	25/08/2016	;	21:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1158	;	25/08/2016	;	21:45:00	;	Entry	;	Bus	;	Iwo Road
1159	;	25/08/2016	;	22:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1160	;	25/08/2016	;	22:15:00	;	Entry	;	Bus	;	Iwo Road
1161	;	25/08/2016	;	22:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1162	;	25/08/2016	;	22:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1163	;	25/08/2016	;	23:00:00	;	Exit	;	Bus	;	Iwo Road
1164	;	26/08/2016	;	00:01:12	;	Exit	;	Bus	;	Iwo Road
1165	;	26/08/2016	;	00:12:43	;	Entry	;	Bus	;	Iwo Road
1166	;	26/08/2016	;	00:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1167	;	26/08/2016	;	00:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1168	;	26/08/2016	;	00:45:00	;	Entry 	;	Bus	;	Iwo Road
1169	;	26/08/2016	;	01:00:00	;	Entry 	;	Bus	;	Iwo Road
1170	;	26/08/2016	;	01:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1171	;	26/08/2016	;	01:30:00	;	Exit 	;	Passenger Car	;	Iwo Road
1172	;	26/08/2016	;	01:45:00	;	Entry 	;	Passenger Car	;	Iwo Road
1173	;	26/08/2016	;	02:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1174	;	26/08/2016	;	02:15:00	;	Entry	;	Bus	;	Iwo Road
1175	;	26/08/2016	;	02:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1176	;	26/08/2016	;	02:45:00	;	Entry	;	Bus	;	Iwo Road
1177	;	26/08/2016	;	03:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1178	;	26/08/2016	;	03:15:00	;	Entry	;	Bus	;	Iwo Road
1179	;	26/08/2016	;	03:30:00	;	Entry	;	Bus	;	Iwo Road
1180	;	26/08/2016	;	03:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1181	;	26/08/2016	;	04:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1182	;	26/08/2016	;	04:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1183	;	26/08/2016	;	04:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1184	;	26/08/2016	;	04:45:00	;	Entry	;	Bus	;	Iwo Road
1185	;	26/08/2016	;	05:00:00	;	Entry	;	Passenger Car 	;	Iwo Road
1186	;	26/08/2016	;	05:15:00	;	Entry	;	Bus 	;	Iwo Road
1187	;	26/08/2016	;	05:30:00	;	Entry	;	Bus	;	Iwo Road
1188	;	26/08/2016	;	05:45:00	;	Exit	;	Passenger Car 	;	Iwo Road
1189	;	26/08/2016	;	06:00:00	;	Exit 	;	Bus 	;	Iwo Road
1190	;	26/08/2016	;	06:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1191	;	26/08/2016	;	06:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1192	;	26/08/2016	;	06:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1193	;	26/08/2016	;	07:00:00	;	Exit 	;	Bus	;	Iwo Road
1194	;	26/08/2016	;	07:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1195	;	26/08/2016	;	07:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1196	;	26/08/2016	;	07:45:00	;	Exit	;	Bus	;	Iwo Road
1197	;	26/08/2016	;	08:00:00	;	Exit	;	Bus	;	Iwo Road
1198	;	26/08/2016	;	08:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1199	;	26/08/2016	;	08:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1200	;	26/08/2016	;	08:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1201	;	26/08/2016	;	09:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1202	;	26/08/2016	;	09:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1203	;	26/08/2016	;	09:30:00	;	Exit	;	Bus	;	Iwo Road
1204	;	26/08/2016	;	09:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1205	;	26/08/2016	;	10:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1206	;	26/08/2016	;	10:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1207	;	26/08/2016	;	10:30:00	;	Entry	;	Bus	;	Iwo Road
1208	;	26/08/2016	;	10:45:00	;	Exit	;	Bus	;	Iwo Road
1209	;	26/08/2016	;	11:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1210	;	26/08/2016	;	11:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1211	;	26/08/2016	;	11:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1212	;	26/08/2016	;	11:45:00	;	Exit	;	Bus	;	Iwo Road
1213	;	26/08/2016	;	12:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1214	;	26/08/2016	;	12:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1215	;	26/08/2016	;	12:30:00	;	Exit	;	Bus	;	Iwo Road
1216	;	26/08/2016	;	12:45:00	;	Exit	;	Bus	;	Iwo Road
1217	;	26/08/2016	;	13:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1218	;	26/08/2016	;	13:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1219	;	26/08/2016	;	13:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1220	;	26/08/2016	;	13:45:00	;	Entry	;	Bus	;	Iwo Road
1221	;	26/08/2016	;	14:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1222	;	26/08/2016	;	14:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1223	;	26/08/2016	;	14:30:00	;	Entry	;	Bus	;	Iwo Road
1224	;	26/08/2016	;	14:45:00	;	Exit	;	Bus	;	Iwo Road
1225	;	26/08/2016	;	15:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1226	;	26/08/2016	;	15:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1227	;	26/08/2016	;	15:30:00	;	Exit	;	Bus 	;	Iwo Road
1228	;	26/08/2016	;	15:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1229	;	26/08/2016	;	16:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1230	;	26/08/2016	;	16:15:00	;	Exit	;	Bus	;	Iwo Road
1231	;	26/08/2016	;	16:30:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1232	;	26/08/2016	;	16:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1233	;	26/08/2016	;	17:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1234	;	26/08/2016	;	17:15:00	;	Entry	;	Bus	;	Iwo Road
1235	;	26/08/2016	;	17:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1236	;	26/08/2016	;	17:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1237	;	26/08/2016	;	18:00:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1238	;	26/08/2016	;	18:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1239	;	26/08/2016	;	18:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1240	;	26/08/2016	;	18:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1241	;	26/08/2016	;	19:00:00	;	Entry	;	Bus	;	Iwo Road
1242	;	26/08/2016	;	19:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1243	;	26/08/2016	;	19:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1244	;	26/08/2016	;	19:45:00	;	Exit	;	Bus	;	Iwo Road
1245	;	26/08/2016	;	20:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1246	;	26/08/2016	;	20:15:00	;	Entry	;	Bus	;	Iwo Road
1247	;	26/08/2016	;	20:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1248	;	26/08/2016	;	20:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1249	;	26/08/2016	;	21:00:00	;	Exit	;	Bus	;	Iwo Road
1250	;	26/08/2016	;	21:15:00	;	Exit	;	Bus	;	Iwo Road
1251	;	26/08/2016	;	21:30:00	;	Exit	;	Bus	;	Iwo Road
1252	;	26/08/2016	;	21:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1253	;	26/08/2016	;	22:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1254	;	26/08/2016	;	22:15:00	;	Exit	;	Bus	;	Iwo Road
1255	;	26/08/2016	;	22:30:00	;	Exit	;	Bus	;	Iwo Road
1256	;	26/08/2016	;	22:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1257	;	26/08/2016	;	23:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1258	;	26/08/2016	;	23:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1259	;	26/08/2016	;	23:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1260	;	26/08/2016	;	23:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1261	;	27/08/2016	;	03:10:00	;	Exit	;	Passenger Car	;	Iwo Road
1262	;	27/08/2016	;	03:25:10	;	Entry	;	Passenger Car	;	Iwo Road
1263	;	27/08/2016	;	03:12:58	;	Entry 	;	Bus	;	Iwo Road
1264	;	27/08/2016	;	04:10:15	;	Entry 	;	Passenger Car	;	Iwo Road
1265	;	27/08/2016	;	05:09:36	;	Entry	;	Passenger car	;	Iwo Road
1266	;	27/08/2016	;	06:00:00	;	Exit 	;	Bus	;	Iwo Road
1267	;	27/08/2016	;	08:15:00	;	Entry 	;	Bus	;	Iwo Road
1268	;	27/08/2016	;	09:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1269	;	27/08/2016	;	09:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1270	;	27/08/2016	;	09:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1271	;	27/08/2016	;	09:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1272	;	27/08/2016	;	11:15:00	;	Entry	;	Bus	;	Iwo Road
1273	;	27/08/2016	;	12:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1274	;	27/08/2016	;	14:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1275	;	27/08/2016	;	14:30:00	;	Entry	;	Bus	;	Iwo Road
1276	;	27/08/2016	;	15:34:12	;	Entry	;	Passenger Car	;	Iwo Road
1277	;	27/08/2016	;	16:54:11	;	Entry	;	3-axle Trailer	;	Iwo Road
1278	;	27/08/2016	;	16:57:13	;	Entry	;	2-axle Trailer	;	Iwo Road
1279	;	27/08/2016	;	16:59:00	;	Entry	;	Bus	;	Iwo Road
1280	;	27/08/2016	;	17:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1281	;	27/08/2016	;	17:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1282	;	27/08/2016	;	17:45:00	;	Entry	;	Bus	;	Iwo Road
1283	;	27/08/2016	;	18:00:00	;	Exit	;	Bus	;	Iwo Road
1284	;	27/08/2016	;	18:15:00	;	Exit 	;	Passenger Car	;	Iwo Road
1285	;	27/08/2016	;	19:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1286	;	27/08/2016	;	19:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1287	;	27/08/2016	;	19:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1288	;	27/08/2016	;	19:45:00	;	Exit 	;	Passenger Car	;	Iwo Road
1289	;	27/08/2016	;	19:48:12	;	Exit	;	Bus	;	Iwo Road
1290	;	27/08/2016	;	19:55:45	;	Entry	;	Passenger Car	;	Iwo Road
1291	;	27/08/2016	;	19:57:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1292	;	27/08/2016	;	20:10:15	;	Exit	;	3-axle Trailer	;	Iwo Road
1293	;	27/08/2016	;	20:12:23	;	Exit	;	Bus	;	Iwo Road
1294	;	27/08/2016	;	22:14:19	;	Entry	;	Bus	;	Iwo Road
1295	;	27/08/2016	;	22:22:22	;	Entry	;	Passenger Car	;	Iwo Road
1296	;	27/08/2016	;	22:30:00	;	Entry	;	Bus	;	Iwo Road
1297	;	27/08/2016	;	23:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1298	;	27/08/2016	;	23:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1299	;	27/08/2016	;	23:58:59	;	Exit	;	Bus	;	Iwo Road
1300	;	27/08/2016	;	23:59:59	;	Exit	;	Bus	;	Iwo Road
1301	;	28/08/2016	;	04:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1302	;	28/08/2016	;	05:20:12	;	Entry	;	Bus	;	Iwo Road
1303	;	28/08/2016	;	06:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1304	;	28/08/2016	;	06:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1305	;	28/08/2016	;	06:30:00	;	Entry	;	Passenger Car	;	Iwo Road
